"id","ЄДРПОУ","Назва","Адреса","Область","Дата","Пользователь","Внесено","Всі лікарі, які можуть бути задіяні з COVID-19 (усі спеціальності)","Лікарі, які вже працюють з пацієнтами з COVID-19","Лікарів у денній зміні","Лікарів у нічній зміні","Всі медсестри","Медсестри, які вже працюють з пацієнтами з COVID-19","Медсестер у денній зміні","Медсестер у нічній зміні","Всього молодшого медичного персоналу","Молодшого медперсоналу, який вже працюють з пацієнтами з COVID-19","Молодшого медперсоналу у денній зміні","Молодшого медперсоналу у нічній зміні","Іншого персоналу та волонтерів, які задіяні у боротьбі з COVID-19","50-60","60-70","70-80","80+","Загалом, ліжок виділено для госпіталізації хворих з COVID-19","Інфекційних","Зайнято інфекційних","Реанімаційні / Інтенсивної терапії","Зайнято реанімаційні / інтенсивної терапії","Зайнято загалом хворими з COVID-19","Для пере-профілювання","Справних ШВЛ високого класу","Пацієнтів підключених до ШВЛ вис. класу, хворих на COVID-19","Пацієнтів підключених до ШВЛ сер. класу, хворих на COVID-19","Пацієнтів підключених до ШВЛ дитячих, хворих на COVID-19","ШВЛ високого класу підключено до пацієнтів","Справних ШВЛ середнього класу","ШВЛ середнього класу підключено до пацієнтів","Справних ШВЛ дитячих (0-6 років)","Пацієнтів підключених до ШВЛ дитячих","Справних портативних (транспортних) ШВЛ","Несправних ШВЛ (усіх видів)","Моніторів пацієнта поліфункціональних","Екстракорпоральних оксигенаторів (ЕКМО)","Екстракорпоральних оксигенаторів (ЕКМО) у використанні ( підключено до пацієнтів)","Апарат  «Штучна нирка» - є чи немає","Кількість кисневих концентраторів","Газоаналізатор крові - є чи немає","Халати ізоляційні одноразові залишок","Халати ізоляційні одноразові використано за добу","Респіратори класу захисту не менше FFP2 (FFP2, FFP3, N-95) залишок","Респіратори класу захисту не менше FFP2 (FFP2, FFP3, N-95) витрати на добу","Костюми біозахисту одноразові залишок","Костюми біозахисту одноразові залишок витрати на добу","Маски медичні (хірургічні) одноразові залишок","Маски медичні (хірургічні) одноразові  витрати на добу","Маски медичні багаторазові залишок","Маски медичні багаторазові витрати на добу","Захист очей  (захисні щитки та окуляри) одноразові залишок","Захист очей  (захисні щитки та окуляри) одноразові витрати на добу","Захист очей  (захисні щитки та окуляри) багаторазові залишок","Захист очей  (захисні щитки та окуляри) багаторазові витрати на добу","Рукавички нітрилові нетальковані (нестерильні) залишок","Рукавички нітрилові нетальковані оглядові (нестерильні) витрати на добу","Спиртовмісний антисептик залишок","Спиртовмісний антисептик витрати на добу","швидких тестів залишок","швидких тестів використано за добу","ПЦР залишок","ПЦР використано","Кількість тампонів та стерильних пробірок з транспортним середовищем залишок","Кількість тампонів та стерильних пробірок з транспортним середовищем використано за добу","З них анестезіологів","З них інфекціоністів","Кількість кисневих генераторів до ШВЛ","Рентген апарат","Наявність системи централізованого постачання кисню"
"172029","01982502","Вінницька центральна районна клінічна лікарня","вул. Хмельницьке шосе, 92","Вінницька","29.07.2020 0:00:00","282","29.07.2020 9:58:14","60","18","18","5","108","26","26","15","71","18","18","10","0","59","31","6","0","80","80","30","6","5","30","0","1","0","0","0","0","15","0","2","0","4","0","11","0","0","0","3","0","1410","0","2388","60","3085","0","3965","25","0","0","129","0","557","1","8490","50","275","0","113","0","0","0","632","4","8","3","0","1","1"
"172066","01982554","Калинівська центральна районна лікарня","м.Калинівка, вул.Чкалова, 6","Вінницька","29.07.2020 0:00:00","283","29.07.2020 10:37:47","34","5","5","4","42","9","9","8","22","5","5","5","0","19","5","0","0","70","15","13","6","2","15","55","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","5","0","1610","30","2310","50","394","20","20680","500","950","0","230","0","326","0","14575","500","196","1","183","2","0","0","1337","4","5","1","0","1","1"
"172040","01982525","Комунальна організація (установа, заклад) Жмеринська центральна районна лікарня","вул. Київська, 288","Вінницька","29.07.2020 0:00:00","284","29.07.2020 10:07:34","69","12","4","3","145","24","6","6","75","14","4","4","0","76","29","1","0","30","30","10","6","2","10","0","1","0","2","0","0","7","2","5","0","3","0","8","0","0","0","2","0","800","100","1094","20","579","20","7250","50","200","100","210","30","170","0","3100","50","170","15","125","5","0","0","0","0","6","3","0","1","1"
"172002","01982591","Комунальна установа Могилів-Подільська окружна лікарня інтенсивного лікування","вул.Полтавська, буд. 89/2","Вінницька","29.07.2020 0:00:00","285","29.07.2020 9:16:38","47","2","1","1","150","2","1","1","80","2","1","1","3","126","44","8","0","20","20","9","9","1","9","0","2","0","0","0","0","2","0","2","0","2","0","4","0","0","0","1","0","1035","5","1126","33","69","0","5154","10","0","0","229","5","296","0","5544","80","120","1","87","1","0","0","384","0","7","2","4","1","1"
"172209","01982695","Комунальна установа Хмільницька центральна районна лікарня","вул. Монастирська, буд. 71","Вінницька","29.07.2020 0:00:00","286","29.07.2020 14:44:24","22","1","1","0","32","3","2","1","12","3","2","1","0","2","2","0","0","20","20","0","0","0","0","0","0","0","0","0","0","15","0","1","0","1","2","8","0","0","0","6","0","5100","0","2240","0","338","0","10000","0","30","0","0","0","1290","0","4200","0","280","0","210","10","0","0","154","12","6","3","0","1","1"
"172101","05484126","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ВІННИЦЬКА МІСЬКА КЛІНІЧНА ЛІКАРНЯ №1","вул. Хмельницьке шосе, буд. 96","Вінницька","29.07.2020 0:00:00","287","29.07.2020 11:36:09","52","52","17","5","55","55","28","19","45","35","28","14","10","26","26","10","0","81","67","31","9","3","35","14","7","0","8","0","0","10","8","0","0","0","0","17","1","0","0","5","1","3800","120","1300","100","1850","50","3600","400","5250","30","60","10","590","10","1280","300","380","10","54","10","0","0","2700","10","10","13","0","1","1"
"172049","01982666","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ТРОСТЯНЕЦЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ","смт Тростянець, вул. Мічуріна, буд.60","Вінницька","29.07.2020 0:00:00","288","29.07.2020 10:15:39","15","3","2","1","32","4","2","2","20","2","1","1","5","5","3","0","0","15","15","11","6","1","12","0","0","0","0","0","0","2","0","1","0","1","2","2","0","0","0","1","0","2900","100","350","50","800","50","23800","200","0","0","0","0","600","20","23800","200","140","5","272","2","0","0","482","6","4","2","0","1","1"
"172083","35814729","КОМУНАЛЬНЕ ПІДПРИЄМСТВО КОЗЯТИНСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ КОЗЯТИНСЬКОЇ РАЙОННОЇ РАДИ","м. Козятин, вул. Винниченка,буд.  9","Вінницька","29.07.2020 0:00:00","290","29.07.2020 11:05:42","38","0","0","0","76","0","0","0","76","0","0","0","0","81","52","4","1","40","40","0","0","0","0","0","0","0","0","0","0","15","0","2","0","2","0","13","0","0","0","3","1","380","20","2030","40","1000","10","1800","100","400","100","163","0","580","10","3584","100","499","2","42","1","0","0","314","4","6","4","0","1","1"
"172012","34004453","Комунальний заклад Вінницька обласна клінічна дитяча інфекційна лікарня","вул. Київська, 68","Вінницька","29.07.2020 0:00:00","291","29.07.2020 9:35:53","12","12","3","2","40","28","3","3","29","16","3","2","4","26","11","2","0","30","30","2","6","0","2","0","2","0","0","0","0","3","0","5","0","0","0","0","0","0","0","3","0","315","5","6404","10","2222","6","24400","50","0","0","358","0","240","0","31500","100","156","4","96","11","0","0","1310","20","4","8","1","1","1"
"172240","03398983","Волинська обласна інфекційна лікарня","вул. Шевченка, 30","Волинська","29.07.2020 0:00:00","292","29.07.2020 15:48:20","21","12","10","2","86","16","8","8","61","13","7","6","0","16","16","7","0","121","121","86","6","4","86","25","2","0","0","0","0","4","0","2","0","2","2","13","0","0","0","9","1","3884","120","9493","115","7188","20","90542","260","0","0","1534","0","450","0","8145","450","87","2","0","0","0","0","286","36","6","15","2","1","1"
