"id","ЄДРПОУ","Назва","Адреса","Область","Дата","Пользователь","Внесено","Всі лікарі, які можуть бути задіяні з COVID-19 (усі спеціальності)","Лікарі, які вже працюють з пацієнтами з COVID-19","Лікарів у денній зміні","Лікарів у нічній зміні","Всі медсестри","Медсестри, які вже працюють з пацієнтами з COVID-19","Медсестер у денній зміні","Медсестер у нічній зміні","Всього молодшого медичного персоналу","Молодшого медперсоналу, який вже працюють з пацієнтами з COVID-19","Молодшого медперсоналу у денній зміні","Молодшого медперсоналу у нічній зміні","Іншого персоналу та волонтерів, які задіяні у боротьбі з COVID-19","50-60","60-70","70-80","80+","Загалом, ліжок виділено для госпіталізації хворих з COVID-19","Інфекційних","Зайнято інфекційних","Реанімаційні / Інтенсивної терапії","Зайнято реанімаційні / інтенсивної терапії","Зайнято загалом хворими з COVID-19","Для пере-профілювання","Справних ШВЛ високого класу","Пацієнтів підключених до ШВЛ вис. класу, хворих на COVID-19","Пацієнтів підключених до ШВЛ сер. класу, хворих на COVID-19","Пацієнтів підключених до ШВЛ дитячих, хворих на COVID-19","ШВЛ високого класу підключено до пацієнтів","Справних ШВЛ середнього класу","ШВЛ середнього класу підключено до пацієнтів","Справних ШВЛ дитячих (0-6 років)","Пацієнтів підключених до ШВЛ дитячих","Справних портативних (транспортних) ШВЛ","Несправних ШВЛ (усіх видів)","Моніторів пацієнта поліфункціональних","Екстракорпоральних оксигенаторів (ЕКМО)","Екстракорпоральних оксигенаторів (ЕКМО) у використанні ( підключено до пацієнтів)","Апарат  «Штучна нирка» - є чи немає","Кількість кисневих концентраторів","Газоаналізатор крові - є чи немає","Халати ізоляційні одноразові залишок","Халати ізоляційні одноразові використано за добу","Респіратори класу захисту не менше FFP2 (FFP2, FFP3, N-95) залишок","Респіратори класу захисту не менше FFP2 (FFP2, FFP3, N-95) витрати на добу","Костюми біозахисту одноразові залишок","Костюми біозахисту одноразові залишок витрати на добу","Маски медичні (хірургічні) одноразові залишок","Маски медичні (хірургічні) одноразові  витрати на добу","Маски медичні багаторазові залишок","Маски медичні багаторазові витрати на добу","Захист очей  (захисні щитки та окуляри) одноразові залишок","Захист очей  (захисні щитки та окуляри) одноразові витрати на добу","Захист очей  (захисні щитки та окуляри) багаторазові залишок","Захист очей  (захисні щитки та окуляри) багаторазові витрати на добу","Рукавички нітрилові нетальковані (нестерильні) залишок","Рукавички нітрилові нетальковані оглядові (нестерильні) витрати на добу","Спиртовмісний антисептик залишок","Спиртовмісний антисептик витрати на добу","швидких тестів залишок","швидких тестів використано за добу","ПЦР залишок","ПЦР використано","Кількість тампонів та стерильних пробірок з транспортним середовищем залишок","Кількість тампонів та стерильних пробірок з транспортним середовищем використано за добу","З них анестезіологів","З них інфекціоністів","Кількість кисневих генераторів до ШВЛ","Рентген апарат","Наявність системи централізованого постачання кисню"
"443599","01982502","Вінницька центральна районна клінічна лікарня","вул. Хмельницьке шосе, 92","Вінницька","22.12.2020 0:00:00","282","22.12.2020 10:04:20","60","13","13","4","108","21","21","15","71","16","16","7","0","59","38","2","0","0","0","53","0","5","53","0","2","2","3","0","2","9","3","2","0","7","0","11","0","0","0","18","1","230","0","2570","30","3600","200","9500","500","0","0","145","1","463","0","8600","400","156","6","107","3","0","0","2950","15","8","2","0","1","1"
"443456","01982554","Калинівська центральна районна лікарня","м.Калинівка, вул.Чкалова, 6","Вінницька","22.12.2020 0:00:00","283","22.12.2020 9:31:06","15","7","7","4","38","14","14","12","18","7","7","7","0","15","3","0","0","0","0","15","0","3","15","0","2","0","2","0","0","4","2","1","0","1","0","0","0","0","0","7","0","820","40","6120","60","1656","30","7000","1000","950","0","248","0","350","0","9185","305","59","2","126","10","0","0","695","6","5","1","1","1","1"
"443279","01982525","Комунальна організація (установа, заклад) Жмеринська центральна районна лікарня","вул. Київська, 288","Вінницька","22.12.2020 0:00:00","284","22.12.2020 8:32:05","69","12","4","3","145","58","25","23","75","25","13","12","0","76","29","1","0","0","0","44","0","4","44","0","8","4","0","0","4","5","0","2","0","4","1","13","0","0","0","37","0","880","40","1260","30","1300","10","10100","100","0","0","100","20","100","20","3100","50","220","10","60","0","0","0","0","0","6","3","2","1","1"
"443602","01982591","Комунальна установа Могилів-Подільська окружна лікарня інтенсивного лікування","вул.Полтавська, буд. 89/2","Вінницька","22.12.2020 0:00:00","285","22.12.2020 10:04:37","21","10","4","2","44","12","3","3","27","10","3","2","3","126","44","8","0","0","0","17","0","0","17","0","0","0","2","0","0","5","2","2","0","2","1","8","0","0","0","2","1","2697","0","772","23","1758","25","19260","30","0","0","475","0","138","0","1650","100","197","0","20","0","0","0","1165","22","7","2","4","1","1"
"444130","01982695","Комунальна установа Хмільницька центральна районна лікарня","вул. Монастирська, буд. 71","Вінницька","22.12.2020 0:00:00","286","22.12.2020 16:08:56","23","16","8","2","48","26","15","11","48","26","15","11","0","4","2","0","0","0","0","12","0","2","12","0","0","0","0","0","0","13","0","0","0","1","0","19","0","0","0","11","1","4528","12","1660","30","17","3","100600","300","0","0","180","20","60","40","100","300","960","10","135","0","0","0","140","0","8","2","0","1","1"
"444125","05484126","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ВІННИЦЬКА МІСЬКА КЛІНІЧНА ЛІКАРНЯ №1","вул. Хмельницьке шосе, буд. 96","Вінницька","22.12.2020 0:00:00","287","22.12.2020 16:00:26","76","76","17","5","110","110","56","19","70","70","57","14","0","60","22","0","0","0","0","70","0","9","79","0","28","11","0","0","21","8","0","0","0","2","0","17","1","0","0","25","1","7060","120","11200","100","5780","120","5500","400","300","50","180","20","180","20","6700","200","380","10","79","1","0","0","1350","20","14","15","0","1","1"
"443540","01982666","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ТРОСТЯНЕЦЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ","смт Тростянець, вул. Мічуріна, буд.60","Вінницька","22.12.2020 0:00:00","288","22.12.2020 9:50:00","15","5","4","1","32","6","3","3","20","6","3","3","5","68","17","5","0","0","0","4","0","0","4","0","0","0","0","0","0","7","0","1","0","0","0","3","0","0","0","3","0","2030","20","1060","20","240","10","18600","200","0","0","0","0","110","10","21800","200","105","5","261","4","0","0","1360","10","4","2","0","1","1"
"443706","33868196","КНП ""Шаргородська центральна районна лікарня""","23500, Вінницька обл., Шаргородський р-н, м.Шаргород, вул. Чорновола, 9","Вінницька","22.12.2020 0:00:00","289","22.12.2020 10:31:14","24","12","8","10","56","28","18","14","33","22","10","6","0","10","1","0","0","0","0","11","0","1","11","0","1","0","3","0","0","5","3","0","0","1","0","8","0","0","0","7","1","2340","58","1500","58","990","12","6050","116","400","0","0","0","106","58","2500","0","110","0","360","10","0","0","226","20","8","2","2","1","1"
"443707","35814729","КОМУНАЛЬНЕ ПІДПРИЄМСТВО КОЗЯТИНСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ КОЗЯТИНСЬКОЇ РАЙОННОЇ РАДИ","м. Козятин, вул. Винниченка,буд.  9","Вінницька","22.12.2020 0:00:00","290","22.12.2020 10:31:21","39","14","8","2","76","45","12","6","76","22","8","4","0","81","52","4","1","0","0","6","0","1","7","0","0","0","1","0","0","16","1","2","0","2","1","13","0","0","0","50","1","270","0","1020","15","1940","20","4310","80","50","0","193","0","580","0","1940","90","214","2","110","2","0","0","1052","12","6","4","0","1","1"
"444133","34004453","Комунальний заклад Вінницька обласна клінічна дитяча інфекційна лікарня","вул. Київська, 68","Вінницька","22.12.2020 0:00:00","291","22.12.2020 16:42:32","16","16","4","2","39","34","5","5","29","24","4","4","4","26","11","2","0","0","0","3","0","0","3","0","3","0","0","0","0","2","0","1","0","1","0","4","0","0","0","5","1","643","4","5224","15","1361","7","38000","100","0","0","307","0","204","0","17200","100","30","2","27","12","0","0","830","10","5","11","1","1","1"
