"id","type","ЄДРПОУ","Назва","Адреса","Область","Дата","Пользователь","Внесено","Всі лікарі, які можуть бути задіяні з COVID-19 (усі спеціальності)","Лікарі, які вже працюють з пацієнтами з COVID-19","Лікарів у денній зміні","Лікарів у нічній зміні","Всі медсестри","Медсестри, які вже працюють з пацієнтами з COVID-19","Медсестер у денній зміні","Медсестер у нічній зміні","Всього молодшого медичного персоналу","Молодшого медперсоналу, який вже працюють з пацієнтами з COVID-19","Молодшого медперсоналу у денній зміні","Молодшого медперсоналу у нічній зміні","Іншого персоналу та волонтерів, які задіяні у боротьбі з COVID-19","50-60","60-70","70-80","80+","Загалом, ліжок виділено для госпіталізації хворих з COVID-19","Інфекційних","Зайнято інфекційних","Реанімаційні / Інтенсивної терапії","Зайнято реанімаційні / інтенсивної терапії","Зайнято загалом хворими з COVID-19","Для пере-профілювання","Справних ШВЛ високого класу","Пацієнтів підключених до ШВЛ вис. класу, хворих на COVID-19","Пацієнтів підключених до ШВЛ сер. класу, хворих на COVID-19","Пацієнтів підключених до ШВЛ дитячих, хворих на COVID-19","ШВЛ високого класу підключено до пацієнтів","Справних ШВЛ середнього класу","ШВЛ середнього класу підключено до пацієнтів","Справних ШВЛ дитячих (0-6 років)","Пацієнтів підключених до ШВЛ дитячих","Справних портативних (транспортних) ШВЛ","Несправних ШВЛ (усіх видів)","Моніторів пацієнта поліфункціональних","Екстракорпоральних оксигенаторів (ЕКМО)","Екстракорпоральних оксигенаторів (ЕКМО) у використанні ( підключено до пацієнтів)","Апарат  «Штучна нирка» - є чи немає","Кількість кисневих концентраторів","Газоаналізатор крові - є чи немає","Халати ізоляційні одноразові залишок","Халати ізоляційні одноразові використано за добу","Респіратори класу захисту не менше FFP2 (FFP2, FFP3, N-95) залишок","Респіратори класу захисту не менше FFP2 (FFP2, FFP3, N-95) витрати на добу","Костюми біозахисту одноразові залишок","Костюми біозахисту одноразові залишок витрати на добу","Маски медичні (хірургічні) одноразові залишок","Маски медичні (хірургічні) одноразові  витрати на добу","Маски медичні багаторазові залишок","Маски медичні багаторазові витрати на добу","Захист очей  (захисні щитки та окуляри) одноразові залишок","Захист очей  (захисні щитки та окуляри) одноразові витрати на добу","Захист очей  (захисні щитки та окуляри) багаторазові залишок","Захист очей  (захисні щитки та окуляри) багаторазові витрати на добу","Рукавички нітрилові нетальковані (нестерильні) залишок","Рукавички нітрилові нетальковані оглядові (нестерильні) витрати на добу","Спиртовмісний антисептик залишок","Спиртовмісний антисептик витрати на добу","швидких тестів залишок","швидких тестів використано за добу","ПЦР залишок","ПЦР використано","Кількість тампонів та стерильних пробірок з транспортним середовищем залишок","Кількість тампонів та стерильних пробірок з транспортним середовищем використано за добу","З них анестезіологів","З них інфекціоністів","Кількість кисневих генераторів до ШВЛ","Рентген апарат","Наявність системи централізованого постачання кисню","1. Загальна кількість ліжок в закладі (ліжковий фонд)","1.1. з них з підведеним киснем (сумарно з концентраторами та централізованим постачанням)","1.1.1. з них реанімаційних/інтенсивної терапії","2. Ліжок виділено для госпіталізації хворих на COVID-19 загалом","2.1. з них з підведеним киснем (сумарно з концентраторами та централізованим постачанням)","2.1.1. з них реанімаційних/ інтенсивної терапії","2.2. з них дитячих","2.3. з них пологових","3. Ліжок для перепрофілювання загалом","3.1. з них з підведеним киснем (сумарно з концентраторами та централізованим постачанням)","3.1.1. з них реанімаційних/ інтенсивної терапії","1. Пацієнтів, хорих на COVID-19, загалом","1.1. з них, які займають ліжка без кисню (з переліку виділених для госпіталізації хворих на COVID-19)","1.2. з них, які займають дитячі ліжка","1.3. з них, які займають пологові ліжка","1.4. з них, які займають ліжка з підведеним киснем","1.4.1. з них, які займають ліжка реанімаційні/інтенсивної терапії ","2. Пацієнтів загалом з підозрою на COVID-19","2.1. з них, які займають дитячі ліжка","2.2. з них, які займають пологові ліжка","2.3. з них, які займають ліжка з підведеним киснем","3. Пацієнтів, хворих на COVID-19, що підключено до ШВЛ","4.  Пацієнтів, хорих на COVID-19, що підключено до ЕКМО","5. Пацієнтів з підозрою на COVID-19, що підключено до ШВЛ","6. Пацієнтів з підозрою на COVID-19, що підключено до ЕКМО","7. Кількість госпіталізованих з підтвердженим COVID-19 та з підозрою (за добу)","8. Кількість ліжок, що звільнилась за добу (виписані у випадку одужання, померлі, переведені до іншого (нековідного) відділення всередині лік"
"561025","Визначено як лікарня для госпіталізації","01982502","Вінницька центральна районна клінічна лікарня","вул. Хмельницьке шосе, 92","Вінницька","24.02.2021 0:00:00","282","24.02.2021 10:42:40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","4","1","0","4","9","1","2","0","7","0","11","0","0","0","23","1","2","0","5537","220","2351","48","2930","170","0","0","331","5","452","0","15820","880","6","0","4119","7","0","0","1220","90","0","0","0","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"560790","Визначено як лікарня для госпіталізації","01982554","Калинівська центральна районна лікарня","м.Калинівка, вул.Чкалова, 6","Вінницька","24.02.2021 0:00:00","283","24.02.2021 9:26:20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","4","0","0","4","4","1","0","1","0","0","0","0","0","60","0","501","40","8192","40","1050","30","24923","500","950","0","255","0","386","0","15900","300","41","2","1987","0","0","0","459","6","0","0","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"560713","Визначено як лікарня для госпіталізації","01982525","Комунальна організація (установа, заклад) Жмеринська центральна районна лікарня","вул. Київська, 288","Вінницька","24.02.2021 0:00:00","284","24.02.2021 9:03:06","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","6","0","0","6","5","0","2","0","4","1","13","0","0","0","37","0","2420","40","300","30","610","10","3000","100","0","0","100","20","100","20","200","50","180","10","1700","0","0","0","0","0","0","0","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"560526","Визначено як лікарня для госпіталізації","01982591","Комунальна установа Могилів-Подільська окружна лікарня інтенсивного лікування","вул.Полтавська, буд. 89/2","Вінницька","24.02.2021 0:00:00","285","24.02.2021 8:10:07","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","5","2","2","0","2","1","8","0","0","0","28","1","1730","10","1799","25","1532","25","8847","60","0","0","305","5","138","0","2900","100","58","1","1771","8","0","0","64","60","0","0","0","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"561129","Визначено як лікарня для госпіталізації","01982695","Комунальна установа Хмільницька центральна районна лікарня","вул. Монастирська, буд. 71","Вінницька","24.02.2021 0:00:00","286","24.02.2021 11:28:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","13","1","0","0","0","0","19","0","0","0","35","1","3820","20","1160","40","0","0","85800","200","0","0","20","10","0","0","8300","200","410","20","3226","13","0","0","140","0","0","0","0","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"561161","Визначено як лікарня для госпіталізації","05484126","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ВІННИЦЬКА МІСЬКА КЛІНІЧНА ЛІКАРНЯ №1","вул. Хмельницьке шосе, буд. 96","Вінницька","24.02.2021 0:00:00","287","24.02.2021 11:49:32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29","21","0","0","27","8","0","0","0","2","0","17","1","0","0","27","1","7820","120","11600","100","3180","120","1600","400","580","50","240","20","200","20","8400","200","450","10","71","1","0","0","1050","20","0","0","0","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"560808","Визначено як лікарня для госпіталізації","01982666","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ТРОСТЯНЕЦЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ","смт Тростянець, вул. Мічуріна, буд.60","Вінницька","24.02.2021 0:00:00","288","24.02.2021 9:31:12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","1","0","0","0","3","0","0","0","13","0","220","10","930","20","220","10","8600","200","0","0","0","0","150","10","12000","200","355","5","1904","7","0","0","1150","0","0","0","0","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"561084","Визначено як лікарня для госпіталізації","33868196","КНП ""Шаргородська центральна районна лікарня""","23500, Вінницька обл., Шаргородський р-н, м.Шаргород, вул. Чорновола, 9","Вінницька","24.02.2021 0:00:00","289","24.02.2021 11:07:37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","5","2","0","0","1","0","8","0","0","0","48","1","2340","58","1500","58","990","12","6050","116","400","0","0","0","106","58","2500","0","110","0","1840","18","0","0","418","32","0","0","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"560800","Визначено як лікарня для госпіталізації","35814729","КОМУНАЛЬНЕ ПІДПРИЄМСТВО КОЗЯТИНСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ КОЗЯТИНСЬКОЇ РАЙОННОЇ РАДИ","м. Козятин, вул. Винниченка,буд.  9","Вінницька","24.02.2021 0:00:00","290","24.02.2021 9:29:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16","0","2","0","2","1","13","0","0","0","60","1","431","0","1330","20","990","5","2710","50","50","0","220","0","580","0","13514","50","86","2","1894","1","0","0","1656","6","0","0","0","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"560950","Визначено як лікарня для госпіталізації","34004453","Комунальний заклад Вінницька обласна клінічна дитяча інфекційна лікарня","вул. Київська, 68","Вінницька","24.02.2021 0:00:00","291","24.02.2021 10:16:47","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","2","0","1","0","1","0","4","0","0","0","6","1","1515","9","5195","22","1883","14","35025","100","0","0","274","0","144","0","39800","100","102","2","1252","17","0","0","840","20","0","0","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
