"id","ЄДРПОУ","Назва","Адреса","Область","Дата","Пользователь","Внесено","Всі лікарі, які можуть бути задіяні з COVID-19 (усі спеціальності)","Лікарі, які вже працюють з пацієнтами з COVID-19","Лікарів у денній зміні","Лікарів у нічній зміні","Всі медсестри","Медсестри, які вже працюють з пацієнтами з COVID-19","Медсестер у денній зміні","Медсестер у нічній зміні","Всього молодшого медичного персоналу","Молодшого медперсоналу, який вже працюють з пацієнтами з COVID-19","Молодшого медперсоналу у денній зміні","Молодшого медперсоналу у нічній зміні","Іншого персоналу та волонтерів, які задіяні у боротьбі з COVID-19","50-60","60-70","70-80","80+","Загалом, ліжок виділено для госпіталізації хворих з COVID-19","Інфекційних","Зайнято інфекційних","Реанімаційні / Інтенсивної терапії","Зайнято реанімаційні / інтенсивної терапії","Зайнято загалом хворими з COVID-19","Для пере-профілювання","Справних ШВЛ високого класу","Пацієнтів підключених до ШВЛ вис. класу, хворих на COVID-19","Пацієнтів підключених до ШВЛ сер. класу, хворих на COVID-19","Пацієнтів підключених до ШВЛ дитячих, хворих на COVID-19","ШВЛ високого класу підключено до пацієнтів","Справних ШВЛ середнього класу","ШВЛ середнього класу підключено до пацієнтів","Справних ШВЛ дитячих (0-6 років)","Пацієнтів підключених до ШВЛ дитячих","Справних портативних (транспортних) ШВЛ","Несправних ШВЛ (усіх видів)","Моніторів пацієнта поліфункціональних","Екстракорпоральних оксигенаторів (ЕКМО)","Екстракорпоральних оксигенаторів (ЕКМО) у використанні ( підключено до пацієнтів)","Апарат  «Штучна нирка» - є чи немає","Кількість кисневих концентраторів","Газоаналізатор крові - є чи немає","Халати ізоляційні одноразові залишок","Халати ізоляційні одноразові використано за добу","Респіратори класу захисту не менше FFP2 (FFP2, FFP3, N-95) залишок","Респіратори класу захисту не менше FFP2 (FFP2, FFP3, N-95) витрати на добу","Костюми біозахисту одноразові залишок","Костюми біозахисту одноразові залишок витрати на добу","Маски медичні (хірургічні) одноразові залишок","Маски медичні (хірургічні) одноразові  витрати на добу","Маски медичні багаторазові залишок","Маски медичні багаторазові витрати на добу","Захист очей  (захисні щитки та окуляри) одноразові залишок","Захист очей  (захисні щитки та окуляри) одноразові витрати на добу","Захист очей  (захисні щитки та окуляри) багаторазові залишок","Захист очей  (захисні щитки та окуляри) багаторазові витрати на добу","Рукавички нітрилові нетальковані (нестерильні) залишок","Рукавички нітрилові нетальковані оглядові (нестерильні) витрати на добу","Спиртовмісний антисептик залишок","Спиртовмісний антисептик витрати на добу","швидких тестів залишок","швидких тестів використано за добу","ПЦР залишок","ПЦР використано","Кількість тампонів та стерильних пробірок з транспортним середовищем залишок","Кількість тампонів та стерильних пробірок з транспортним середовищем використано за добу","З них анестезіологів","З них інфекціоністів","Кількість кисневих генераторів до ШВЛ","Рентген апарат","Наявність системи централізованого постачання кисню"
"384108","01982502","Вінницька центральна районна клінічна лікарня","вул. Хмельницьке шосе, 92","Вінницька","23.11.2020 0:00:00","282","23.11.2020 9:42:54","60","4","4","4","108","17","17","14","71","10","10","7","0","59","38","2","0","150","150","53","6","2","53","0","1","0","2","0","0","9","2","2","0","7","0","11","0","0","0","8","1","540","5","1530","125","3500","0","23500","250","0","0","0","0","406","0","8600","500","110","0","230","0","0","0","3450","0","8","2","0","1","1"
"384129","01982554","Калинівська центральна районна лікарня","м.Калинівка, вул.Чкалова, 6","Вінницька","23.11.2020 0:00:00","283","23.11.2020 9:50:04","15","7","7","4","38","14","14","12","18","7","7","7","0","15","3","0","0","80","70","27","10","4","27","0","1","0","2","0","0","4","2","1","0","1","0","0","0","0","0","5","0","810","0","7840","20","2123","0","33550","0","950","0","268","0","356","0","14425","300","37","4","77","0","0","0","205","16","5","1","1","1","1"
"384023","01982525","Комунальна організація (установа, заклад) Жмеринська центральна районна лікарня","вул. Київська, 288","Вінницька","23.11.2020 0:00:00","284","23.11.2020 9:06:19","69","12","4","3","145","58","25","23","75","25","13","12","0","76","29","1","0","80","80","29","8","3","29","0","4","3","0","0","3","6","0","2","0","4","1","10","0","0","0","13","0","1920","40","1460","30","840","10","1800","100","0","0","100","20","100","20","6000","50","330","10","65","0","0","0","0","0","6","3","2","1","1"
"384202","01982591","Комунальна установа Могилів-Подільська окружна лікарня інтенсивного лікування","вул.Полтавська, буд. 89/2","Вінницька","23.11.2020 0:00:00","285","23.11.2020 10:16:04","15","10","4","2","25","12","3","3","22","10","3","2","3","126","44","8","0","80","80","28","9","3","28","10","0","0","2","0","0","5","2","2","0","2","0","8","0","0","0","2","1","3052","20","1354","8","2418","20","19882","25","0","0","485","5","140","0","4950","100","200","5","32","0","0","0","1451","0","5","2","4","1","1"
"384163","01982695","Комунальна установа Хмільницька центральна районна лікарня","вул. Монастирська, буд. 71","Вінницька","23.11.2020 0:00:00","286","23.11.2020 10:03:05","23","16","8","2","48","26","15","11","48","26","15","11","0","4","2","0","0","90","90","20","8","8","20","25","0","0","0","0","0","13","0","0","0","1","0","8","0","0","0","6","0","4470","20","1260","40","120","20","99500","200","0","0","90","20","500","20","6200","200","760","20","75","0","0","0","140","0","8","2","0","1","1"
"384309","05484126","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ВІННИЦЬКА МІСЬКА КЛІНІЧНА ЛІКАРНЯ №1","вул. Хмельницьке шосе, буд. 96","Вінницька","23.11.2020 0:00:00","287","23.11.2020 11:06:39","64","64","17","5","79","79","56","19","57","57","57","14","0","60","22","0","0","285","285","153","22","18","171","0","13","13","0","0","13","8","0","0","0","2","1","17","1","0","0","5","1","7740","120","17000","100","6880","120","9600","400","500","50","420","20","400","40","10000","200","400","10","80","0","0","0","1660","20","14","15","0","1","1"
"384168","01982666","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ТРОСТЯНЕЦЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ","смт Тростянець, вул. Мічуріна, буд.60","Вінницька","23.11.2020 0:00:00","288","23.11.2020 10:04:59","15","5","4","1","32","6","3","3","20","6","3","3","5","68","17","5","0","80","20","6","8","0","6","0","0","0","0","0","0","7","0","1","0","0","0","0","0","0","0","1","0","2120","20","1730","20","160","10","10000","100","0","0","0","0","130","10","20900","100","120","5","251","2","0","0","1270","0","4","2","0","1","1"
"384592","33868196","КНП ""Шаргородська центральна районна лікарня""","23500, Вінницька обл., Шаргородський р-н, м.Шаргород, вул. Чорновола, 9","Вінницька","23.11.2020 0:00:00","289","23.11.2020 14:15:53","24","12","8","10","56","28","18","14","33","22","10","6","0","10","1","0","0","80","80","16","8","2","16","0","1","1","2","0","1","5","2","0","0","1","0","8","0","0","0","7","0","2340","58","1500","58","990","12","6050","116","400","0","0","0","106","58","3200","0","110","0","215","0","0","0","436","8","7","2","2","1","1"
"384487","35814729","КОМУНАЛЬНЕ ПІДПРИЄМСТВО КОЗЯТИНСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ КОЗЯТИНСЬКОЇ РАЙОННОЇ РАДИ","м. Козятин, вул. Винниченка,буд.  9","Вінницька","23.11.2020 0:00:00","290","23.11.2020 12:55:31","39","14","7","2","76","45","12","6","76","22","7","4","0","81","52","4","1","80","80","8","9","2","10","0","0","0","0","0","0","16","0","2","0","2","1","13","0","0","0","21","1","270","0","1520","20","1455","10","6540","80","50","0","193","0","580","0","1042","40","270","2","129","0","0","0","1304","2","6","4","0","1","1"
"384183","34004453","Комунальний заклад Вінницька обласна клінічна дитяча інфекційна лікарня","вул. Київська, 68","Вінницька","23.11.2020 0:00:00","291","23.11.2020 10:13:10","12","12","3","2","39","30","4","4","29","20","3","3","4","26","10","2","0","60","60","8","6","0","8","0","3","0","0","0","0","2","0","1","0","1","0","4","0","0","0","5","1","898","4","6164","13","1607","11","20700","100","0","0","316","0","204","0","19900","100","96","2","324","14","0","0","1354","8","4","8","1","1","1"
"384393","03398983","Волинська обласна інфекційна лікарня","вул. Шевченка, 30","Волинська","23.11.2020 0:00:00","292","23.11.2020 11:51:15","24","14","12","2","86","30","18","12","61","18","12","6","20","47","26","5","0","167","161","70","6","6","76","0","3","2","0","0","2","3","0","0","0","2","2","13","0","0","0","10","1","0","0","9675","74","4874","150","180694","310","0","0","1200","0","456","0","17750","410","40","2","0","0","0","0","7157","42","8","14","2","1","1"
"384543","01983163","Волинська обласна клінічна лікарня","просп. Грушевського, буд.21","Волинська","23.11.2020 0:00:00","293","23.11.2020 13:40:20","59","29","20","9","97","53","35","18","83","49","33","16","38","162","8","0","0","177","165","124","12","8","132","0","7","4","0","0","4","8","0","0","0","1","1","18","0","0","0","26","1","2585","50","70","1065","4983","50","850","700","0","0","1565","0","0","0","11452","700","293","15","0","0","0","0","3689","224","18","0","0","1","1"
"384052","01982940","Ковельське міськрайонне територіальне медичне об'єднання","вул.Олени Пчілки, 4","Волинська","23.11.2020 0:00:00","295","23.11.2020 9:21:08","254","33","23","10","260","66","46","20","64","20","15","5","19","210","59","17","1","106","96","27","10","7","34","20","1","0","2","0","0","7","2","1","0","1","2","10","0","0","1","19","1","6057","25","6027","0","2594","5","57150","250","1333","0","310","0","570","0","61960","500","844","10","108","2","0","0","4160","40","16","3","0","1","1"
"383935","37271416","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ЛЮБОМЛЬСЬКЕ ТЕРИТОРІАЛЬНЕ МЕДИЧНЕ ОБ'ЄДНАННЯ ЛЮБОМЛЬСЬКОЇ РАЙОННОЇ РАДИ","с. Згорани, вул. Садова, буд. 30","Волинська","23.11.2020 0:00:00","296","23.11.2020 7:14:15","59","5","3","2","152","10","6","4","74","6","3","3","0","53","24","0","0","80","74","13","6","2","15","11","2","0","0","0","0","7","0","1","0","1","2","16","0","0","0","18","1","1285","10","5689","24","1236","24","8673","92","0","0","293","5","383","0","20698","92","194","4","11","0","0","0","126","0","5","2","0","1","1"
"384522","01983016","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО НОВОВОЛИНСЬКА ЦЕНТРАЛЬНА МІСЬКА ЛІКАРНЯ","пр-т Перемоги, 7","Волинська","23.11.2020 0:00:00","297","23.11.2020 13:21:56","14","6","4","2","34","8","4","4","12","4","2","2","3","5","1","0","0","63","55","26","8","1","27","32","2","0","0","0","0","4","0","1","0","3","0","14","0","0","1","28","1","4446","0","12559","0","7728","0","110168","600","5000","0","50","0","1100","0","6700","0","279","0","20","0","0","0","2102","11","4","1","4","1","1"
"384617","03399089","КОМУНАЛЬНЕ ПІДПРИЄМСТВО ЛУЦЬКИЙ КЛІНІЧНИЙ ПОЛОГОВИЙ БУДИНОК","вул.Гулака-Артемовського, буд. 18","Волинська","23.11.2020 0:00:00","298","23.11.2020 14:30:27","75","0","0","0","250","0","0","0","114","0","0","0","25","79","96","21","1","36","36","4","6","0","4","24","0","0","0","0","0","6","0","2","0","0","0","7","0","0","0","3","1","1330","20","722","10","820","5","3280","40","0","0","0","0","370","0","8450","50","211","5","46","0","0","0","196","0","12","0","0","1","1"
"384254","38856054","Комунальний заклад Ківерцівське районне територіальне об'єднання","м. Ківерці, вул. Філатова, буд. 6","Волинська","23.11.2020 0:00:00","299","23.11.2020 10:35:41","11","3","3","0","30","7","4","3","30","7","4","3","0","91","36","10","1","95","89","19","6","2","21","0","0","0","0","0","0","6","0","0","0","0","0","3","0","0","0","5","0","2180","160","4540","0","742","0","5900","500","0","0","410","0","0","0","7950","400","162","0","0","0","2460","0","0","0","4","2","0","1","0"
"384164","01985127","Комунальний заклад Дитяча міська клінічна лікарня №6","вул. Караваєва, 68","Дніпропетровська","23.11.2020 0:00:00","300","23.11.2020 10:03:47","24","3","2","1","53","2","2","2","50","2","2","2","4","100","19","11","0","150","100","7","6","0","7","50","3","0","0","0","0","0","0","6","0","2","0","8","0","0","0","28","1","480","0","5760","14","981","9","10951","115","1196","0","90","0","708","1","13244","12","348","2","2","0","0","0","126","12","7","2","0","1","1"
"384424","01985423","Комунальний заклад Дніпропетровська обласна клінічна лікарня ім.І.І.Мечникова","пл.Жовтнева, буд.14","Дніпропетровська","23.11.2020 0:00:00","301","23.11.2020 12:08:35","57","57","12","8","94","94","16","8","47","47","14","8","0","2","7","0","0","190","0","0","25","18","108","0","16","3","0","0","3","35","0","1","0","11","27","44","0","0","1","199","1","3900","210","710","200","300","100","8900","600","0","0","0","0","1103","50","75300","1400","1284","16","100","0","10200","1000","100","0","21","0","0","1","1"
"384426","01986115","Комунальний заклад Криворізька інфекційна лікарня №1 Дніпропетровської обласної ради","вул. Олейникова, 5","Дніпропетровська","23.11.2020 0:00:00","302","23.11.2020 12:10:11","30","15","13","2","87","23","12","11","65","17","10","7","0","50","15","2","0","180","180","153","12","7","160","0","0","0","0","0","0","28","0","0","0","2","0","20","0","0","0","48","1","0","0","10424","312","5295","320","166608","672","0","0","0","0","1428","0","7264","444","200","5","2243","30","0","0","0","0","6","14","1","1","1"
"384109","01985995","КОМУНАЛЬНИЙ ЗАКЛАД КРИВОРІЗЬКА МІСЬКА ЛІКАРНЯ №7 КРИВОРІЗЬКОЇ МІСЬКОЇ РАДИ","вул. Маршака, буд. 1А","Дніпропетровська","23.11.2020 0:00:00","303","23.11.2020 9:42:59","40","12","8","4","72","93","73","20","66","61","49","12","66","49","24","6","0","150","20","16","6","2","63","0","7","2","0","0","3","4","0","0","0","0","1","6","0","0","0","25","0","1901","28","5572","20","2097","15","117029","120","250","0","322","0","1210","0","13236","150","118","0","845","5","0","0","5140","20","1","1","0","1","1"
"384655","01280527","Комунальне некомерційне підприємство ""Мiська клiнiчна лiкарня № 4"" Дніпровської міської ради""","49102, Дніпропетровська обл., місто Дніпро, вулиця. Ближня, будинок 31","Дніпропетровська","23.11.2020 0:00:00","304","23.11.2020 15:07:46","30","24","14","10","61","26","16","10","45","22","10","12","5","0","1","0","0","200","0","0","12","10","135","0","6","2","0","0","0","6","0","0","0","0","0","12","0","0","1","55","1","2704","271","1478","113","444","15","35184","800","0","0","0","0","480","0","70660","3152","0","0","0","0","0","0","0","0","10","0","4","1","1"
"384357","01984624","Комунальний заклад Міська клінічна лікарня №16","вул. Героїв Сталінграду, 19","Дніпропетровська","23.11.2020 0:00:00","305","23.11.2020 11:29:04","60","30","15","15","50","56","30","26","40","40","30","10","0","40","35","3","0","185","20","20","13","10","119","0","9","3","0","0","3","10","0","0","0","0","0","19","1","0","0","86","1","1570","10","2850","50","1350","10","13400","100","250","0","0","0","419","0","6200","100","304","2","38","0","0","0","1250","30","10","2","0","1","0"
"384495","01984659","Комунальний заклад міська клінічна лікарня №21 ім.проф. Є.Г.Попкової","вул. Канатна, 17","Дніпропетровська","23.11.2020 0:00:00","306","23.11.2020 13:01:24","40","17","17","3","76","18","18","11","64","19","19","7","70","62","35","10","0","250","250","205","12","6","205","0","16","0","1","0","0","18","1","1","0","7","0","39","0","0","0","129","1","1114","0","34344","300","7619","0","86414","0","0","0","0","0","2778","0","41736","300","19197","3","178","6","0","0","124146","1224","6","34","0","1","1"
"384503","01984441","Комунальне некомерційне підприємство ""Міська клінічна лікарня № 6"" Дніпровської міської ради""","49074, Дніпропетровська обл., місто Дніпро, вулиця Батумська, будинок 13","Дніпропетровська","23.11.2020 0:00:00","307","23.11.2020 13:06:08","28","11","8","3","53","53","43","10","40","25","15","8","0","143","95","26","0","300","0","0","0","0","82","0","5","0","0","0","1","11","0","0","0","0","11","14","0","0","0","85","0","6270","0","9055","0","600","0","43750","0","0","0","0","0","482","0","9700","0","617","2","0","0","0","0","904","2","4","0","4","1","1"
"384515","01987273","КОМУНАЛЬНИЙ ЗАКЛАД НОВОМОСКОВСЬКА ЦЕНТРАЛЬНА МІСЬКА ЛІКАРНЯ ","вул. Сучкова, буд. 40","Дніпропетровська","23.11.2020 0:00:00","308","23.11.2020 13:16:59","83","16","11","5","153","28","18","10","80","18","12","6","0","63","51","4","0","170","0","0","6","3","55","0","0","0","1","0","0","10","1","0","0","1","5","8","0","0","0","32","0","791","41","5616","56","1189","31","119091","298","286","1","0","0","286","0","23720","347","6","2","238","0","0","0","19866","92","5","1","0","1","1"
"384392","01987416","Комунальний заклад Першотравенська центральна міська лікарня Дніпропетровської обласної ради","вул. Леніна, буд.1","Дніпропетровська","23.11.2020 0:00:00","309","23.11.2020 11:50:34","24","8","5","2","43","12","8","5","42","8","5","3","0","82","25","12","0","145","145","45","8","2","47","0","0","0","0","0","0","10","0","2","0","0","0","10","0","0","0","50","0","5315","0","5605","0","277","0","21000","500","430","0","107","0","295","0","20622","800","297","0","856","8","0","0","280","0","4","2","0","1","1"
"384441","01989160","Комунальне некомерційне підприємство ""Синельникiвська центральна міська лiкарня"" Синельниківської міської ради""","52500, Дніпропетровська обл., місто Синельникове, вулиця Миру, будинок 52","Дніпропетровська","23.11.2020 0:00:00","310","23.11.2020 12:18:31","20","20","10","10","42","42","22","22","27","27","17","10","13","12","2","0","0","110","110","49","10","10","49","0","0","0","0","0","0","15","0","0","0","0","0","8","0","0","0","30","0","2709","47","2537","19","1460","0","27327","230","1500","0","0","0","768","0","19076","336","57","1","90","0","0","0","1122","8","4","2","0","1","1"
"384360","05411245","КНП Кам`янської міської ради Міська лікарня № 7 ","51900, Дніпропетровська обл., м. Кам’янське,  вул. Сергія Слісаренко, 3","Дніпропетровська","23.11.2020 0:00:00","311","23.11.2020 11:29:39","27","8","8","7","82","20","20","17","32","10","10","9","20","29","4","1","0","425","70","96","9","7","103","0","2","0","0","0","0","20","0","0","0","0","0","10","0","0","0","22","1","360","30","10000","40","1210","30","42500","300","1000","0","0","0","430","0","27400","300","602","2","110","10","0","0","380","20","10","6","0","1","1"
"384094","23644906","КНП “Мiська клiнiчна лiкарня № 8” Дніпровської міської ради ","49100, Дніпропетровська обл., місто Дніпро, вул. Космічна, будинок 19","Дніпропетровська","23.11.2020 0:00:00","312","23.11.2020 9:38:42","53","0","0","0","65","0","0","0","39","0","0","0","0","37","33","10","2","185","0","0","4","0","0","0","13","0","0","0","0","5","0","0","0","0","0","8","0","0","0","9","0","0","0","676","3","21","0","0","0","19911","30","0","0","479","0","3750","67","78","1","61","1","0","0","0","0","4","2","0","0","1"
"384178","01990217","КНП Багатопрофільна лікарня інтенсивного лікування м. Бахмут","вул. Сібірцева, буд.15","Донецька","23.11.2020 0:00:00","313","23.11.2020 10:11:00","47","5","3","2","109","8","5","3","54","2","2","2","9","300","100","74","2","120","75","39","10","10","67","0","1","0","0","0","0","26","0","0","0","3","0","28","0","0","0","31","1","1020","0","5873","0","1255","0","94294","0","945","5","0","0","1083","0","15533","0","110","5","1018","2","0","0","822","0","11","5","1","1","1"
"383959","01989763","КНП Волноваська центральна районна лікарня","м. Волноваха, пров.Матросова, буд.5","Донецька","23.11.2020 0:00:00","314","23.11.2020 8:09:10","18","4","3","1","40","7","7","5","22","4","4","4","10","22","31","6","0","96","26","8","4","4","21","62","4","0","2","0","0","6","2","2","0","2","0","14","0","0","0","20","1","200","0","100","0","0","0","8000","0","0","0","130","0","200","0","8000","0","300","0","260","0","0","0","250","0","6","2","1","1","1"
"384583","01989728","КНП Великоновосілківська центральна районна лікарня","смт Велика Новосілка, пров. Южний, буд.3","Донецька","23.11.2020 0:00:00","315","23.11.2020 14:11:51","12","5","3","2","23","13","6","4","13","14","5","3","0","55","19","3","0","45","15","12","6","2","14","5","2","0","0","0","0","8","0","0","0","1","0","6","0","0","0","10","0","335","30","2371","5","313","0","12597","110","300","0","186","0","311","0","13794","256","68","1","932","13","0","0","603","1","4","1","0","1","1"
"384290","03096940","КНП Інфекційна лікарня м. Костянтинівка","вул. Калініна, буд.17","Донецька","23.11.2020 0:00:00","316","23.11.2020 10:56:21","12","10","5","2","30","20","17","4","16","10","9","1","3","9","3","1","1","70","70","13","19","10","13","0","10","1","0","0","1","0","0","0","0","1","0","36","0","0","0","36","1","7740","0","7334","0","2360","0","193600","0","0","0","0","0","2720","0","16400","0","290","0","1361","0","0","0","1490","9","4","6","0","1","1"
