"id","ЄДРПОУ","Назва","Адреса","Область","Дата","Пользователь","Внесено","Всі лікарі, які можуть бути задіяні з COVID-19 (усі спеціальності)","Лікарі, які вже працюють з пацієнтами з COVID-19","Лікарів у денній зміні","Лікарів у нічній зміні","Всі медсестри","Медсестри, які вже працюють з пацієнтами з COVID-19","Медсестер у денній зміні","Медсестер у нічній зміні","Всього молодшого медичного персоналу","Молодшого медперсоналу, який вже працюють з пацієнтами з COVID-19","Молодшого медперсоналу у денній зміні","Молодшого медперсоналу у нічній зміні","Іншого персоналу та волонтерів, які задіяні у боротьбі з COVID-19","50-60","60-70","70-80","80+","Загалом, ліжок виділено для госпіталізації хворих з COVID-19","Інфекційних","Зайнято інфекційних","Реанімаційні / Інтенсивної терапії","Зайнято реанімаційні / інтенсивної терапії","Зайнято загалом хворими з COVID-19","Для пере-профілювання","Справних ШВЛ високого класу","Пацієнтів підключених до ШВЛ вис. класу, хворих на COVID-19","Пацієнтів підключених до ШВЛ сер. класу, хворих на COVID-19","Пацієнтів підключених до ШВЛ дитячих, хворих на COVID-19","ШВЛ високого класу підключено до пацієнтів","Справних ШВЛ середнього класу","ШВЛ середнього класу підключено до пацієнтів","Справних ШВЛ дитячих (0-6 років)","Пацієнтів підключених до ШВЛ дитячих","Справних портативних (транспортних) ШВЛ","Несправних ШВЛ (усіх видів)","Моніторів пацієнта поліфункціональних","Екстракорпоральних оксигенаторів (ЕКМО)","Екстракорпоральних оксигенаторів (ЕКМО) у використанні ( підключено до пацієнтів)","Апарат  «Штучна нирка» - є чи немає","Кількість кисневих концентраторів","Газоаналізатор крові - є чи немає","Халати ізоляційні одноразові залишок","Халати ізоляційні одноразові використано за добу","Респіратори класу захисту не менше FFP2 (FFP2, FFP3, N-95) залишок","Респіратори класу захисту не менше FFP2 (FFP2, FFP3, N-95) витрати на добу","Костюми біозахисту одноразові залишок","Костюми біозахисту одноразові залишок витрати на добу","Маски медичні (хірургічні) одноразові залишок","Маски медичні (хірургічні) одноразові  витрати на добу","Маски медичні багаторазові залишок","Маски медичні багаторазові витрати на добу","Захист очей  (захисні щитки та окуляри) одноразові залишок","Захист очей  (захисні щитки та окуляри) одноразові витрати на добу","Захист очей  (захисні щитки та окуляри) багаторазові залишок","Захист очей  (захисні щитки та окуляри) багаторазові витрати на добу","Рукавички нітрилові нетальковані (нестерильні) залишок","Рукавички нітрилові нетальковані оглядові (нестерильні) витрати на добу","Спиртовмісний антисептик залишок","Спиртовмісний антисептик витрати на добу","швидких тестів залишок","швидких тестів використано за добу","ПЦР залишок","ПЦР використано","Кількість тампонів та стерильних пробірок з транспортним середовищем залишок","Кількість тампонів та стерильних пробірок з транспортним середовищем використано за добу","З них анестезіологів","З них інфекціоністів","Кількість кисневих генераторів до ШВЛ","Рентген апарат","Наявність системи централізованого постачання кисню"
"141859","01982502","Вінницька центральна районна клінічна лікарня","вул. Хмельницьке шосе, 92","Вінницька","11.06.2020 0:00:00","282","11.06.2020 10:06:03","60","17","17","7","108","26","26","14","71","19","19","8","0","59","31","6","0","80","80","12","6","3","12","0","1","0","0","0","0","10","0","0","0","3","0","11","0","0","0","3","0","455","24","5075","76","2679","0","8470","650","32","0","152","0","485","35","8044","1120","295","0","173","10","0","0","616","18","8","4","0","1","1"
"141922","01982554","Калинівська центральна районна лікарня","м.Калинівка, вул.Чкалова, 6","Вінницька","11.06.2020 0:00:00","283","11.06.2020 11:38:22","34","3","3","2","42","8","8","6","22","5","5","5","0","19","5","0","0","70","15","6","6","0","6","55","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","5","0","50","0","2859","65","760","10","1800","600","1000","0","224","4","220","0","9300","500","20","2","324","4","0","0","661","4","5","1","0","1","1"
"141897","01982525","Комунальна організація (установа, заклад) Жмеринська центральна районна лікарня","вул. Київська, 288","Вінницька","11.06.2020 0:00:00","284","11.06.2020 10:49:00","69","6","4","2","145","13","4","3","75","10","2","2","0","76","29","1","0","30","30","13","6","1","13","0","1","0","1","0","0","7","1","2","0","3","0","5","0","0","0","2","0","3380","20","1620","20","1570","20","2850","100","400","0","190","0","100","9","2750","50","160","5","190","0","0","0","0","0","6","3","0","1","1"
"141804","01982591","Комунальна установа Могилів-Подільська окружна лікарня інтенсивного лікування","вул.Полтавська, буд. 89/2","Вінницька","11.06.2020 0:00:00","285","11.06.2020 8:59:02","47","2","1","1","150","2","1","1","80","2","1","1","3","126","44","8","0","20","20","5","2","0","5","0","2","0","0","0","0","2","0","2","0","2","0","4","0","0","0","1","0","129","3","1845","13","364","12","1759","5","0","0","178","0","209","3","3028","78","83","2","83","0","0","0","91","2","7","2","4","1","1"
"141994","01982695","Комунальна установа Хмільницька центральна районна лікарня","вул. Монастирська, буд. 71","Вінницька","11.06.2020 0:00:00","286","11.06.2020 13:58:59","22","1","1","0","32","3","2","1","12","3","2","1","0","2","2","0","0","15","15","10","9","0","10","0","0","0","0","0","0","15","0","1","0","1","2","8","0","0","0","6","0","25","0","1850","0","100","0","0","0","450","0","20","0","120","0","2400","0","240","10","200","2","0","0","180","0","6","3","0","1","1"
"141894","05484126","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ВІННИЦЬКА МІСЬКА КЛІНІЧНА ЛІКАРНЯ №1","вул. Хмельницьке шосе, буд. 96","Вінницька","11.06.2020 0:00:00","287","11.06.2020 10:45:36","43","31","31","5","55","31","31","18","35","27","27","12","12","26","26","8","0","81","67","53","9","9","64","14","7","0","9","0","0","10","9","0","0","0","0","17","1","0","0","5","1","500","120","1050","160","900","90","11200","400","6570","30","60","10","460","10","4380","300","414","10","330","10","0","0","2580","10","10","13","0","1","1"
"141811","01982666","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ТРОСТЯНЕЦЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ","смт Тростянець, вул. Мічуріна, буд.60","Вінницька","11.06.2020 0:00:00","288","11.06.2020 9:03:58","15","1","1","0","32","3","2","1","20","2","1","1","5","5","3","0","0","15","15","2","6","0","2","0","0","0","0","0","0","0","0","1","0","1","2","2","0","0","0","1","0","1000","20","730","70","535","20","2600","200","0","0","0","0","390","10","1300","100","200","5","393","5","0","0","778","0","4","2","0","1","1"
"141854","35814729","КОМУНАЛЬНЕ ПІДПРИЄМСТВО КОЗЯТИНСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ КОЗЯТИНСЬКОЇ РАЙОННОЇ РАДИ","м. Козятин, вул. Винниченка,буд.  9","Вінницька","11.06.2020 0:00:00","290","11.06.2020 9:52:38","38","0","0","0","76","0","0","0","76","0","0","0","0","81","52","4","1","40","40","0","0","0","0","0","0","0","0","0","0","13","0","2","0","2","2","13","0","0","0","3","1","90","40","1950","135","780","50","300","0","850","0","115","0","400","0","1000","200","80","0","75","2","0","0","70","10","6","4","0","1","1"
"141872","34004453","Комунальний заклад Вінницька обласна клінічна дитяча інфекційна лікарня","вул. Київська, 68","Вінницька","11.06.2020 0:00:00","291","11.06.2020 10:18:25","12","12","3","2","40","24","3","3","29","12","2","2","4","26","11","2","0","30","30","8","6","0","8","0","2","0","0","0","0","2","0","4","0","0","0","0","0","0","0","3","0","378","5","6382","10","2074","10","5450","50","0","0","120","0","244","0","33800","100","332","4","26","10","0","0","20","10","4","8","1","1","1"
"142028","03398983","Волинська обласна інфекційна лікарня","вул. Шевченка, 30","Волинська","11.06.2020 0:00:00","292","11.06.2020 14:41:08","21","12","10","2","95","16","8","8","63","13","7","6","0","18","19","7","0","96","84","23","6","6","23","84","2","0","0","0","0","4","0","2","0","2","2","9","0","0","0","9","1","1398","36","8066","48","9092","55","85345","255","0","0","0","0","1024","0","25125","360","113","2","0","0","0","0","582","76","6","15","2","1","1"
