"id","ЄДРПОУ","Назва","Адреса","Область","Дата","Пользователь","Внесено","Всі лікарі, які можуть бути задіяні з COVID-19 (усі спеціальності)","Лікарі, які вже працюють з пацієнтами з COVID-19","Лікарів у денній зміні","Лікарів у нічній зміні","Всі медсестри","Медсестри, які вже працюють з пацієнтами з COVID-19","Медсестер у денній зміні","Медсестер у нічній зміні","Всього молодшого медичного персоналу","Молодшого медперсоналу, який вже працюють з пацієнтами з COVID-19","Молодшого медперсоналу у денній зміні","Молодшого медперсоналу у нічній зміні","Іншого персоналу та волонтерів, які задіяні у боротьбі з COVID-19","50-60","60-70","70-80","80+","Загалом, ліжок виділено для госпіталізації хворих з COVID-19","Інфекційних","Зайнято інфекційних","Реанімаційні / Інтенсивної терапії","Зайнято реанімаційні / інтенсивної терапії","Зайнято загалом хворими з COVID-19","Для пере-профілювання","Справних ШВЛ високого класу","Пацієнтів підключених до ШВЛ вис. класу, хворих на COVID-19","Пацієнтів підключених до ШВЛ сер. класу, хворих на COVID-19","Пацієнтів підключених до ШВЛ дитячих, хворих на COVID-19","ШВЛ високого класу підключено до пацієнтів","Справних ШВЛ середнього класу","ШВЛ середнього класу підключено до пацієнтів","Справних ШВЛ дитячих (0-6 років)","Пацієнтів підключених до ШВЛ дитячих","Справних портативних (транспортних) ШВЛ","Несправних ШВЛ (усіх видів)","Моніторів пацієнта поліфункціональних","Екстракорпоральних оксигенаторів (ЕКМО)","Екстракорпоральних оксигенаторів (ЕКМО) у використанні ( підключено до пацієнтів)","Апарат  «Штучна нирка» - є чи немає","Кількість кисневих концентраторів","Газоаналізатор крові - є чи немає","Халати ізоляційні одноразові залишок","Халати ізоляційні одноразові використано за добу","Респіратори класу захисту не менше FFP2 (FFP2, FFP3, N-95) залишок","Респіратори класу захисту не менше FFP2 (FFP2, FFP3, N-95) витрати на добу","Костюми біозахисту одноразові залишок","Костюми біозахисту одноразові залишок витрати на добу","Маски медичні (хірургічні) одноразові залишок","Маски медичні (хірургічні) одноразові  витрати на добу","Маски медичні багаторазові залишок","Маски медичні багаторазові витрати на добу","Захист очей  (захисні щитки та окуляри) одноразові залишок","Захист очей  (захисні щитки та окуляри) одноразові витрати на добу","Захист очей  (захисні щитки та окуляри) багаторазові залишок","Захист очей  (захисні щитки та окуляри) багаторазові витрати на добу","Рукавички нітрилові нетальковані (нестерильні) залишок","Рукавички нітрилові нетальковані оглядові (нестерильні) витрати на добу","Спиртовмісний антисептик залишок","Спиртовмісний антисептик витрати на добу","швидких тестів залишок","швидких тестів використано за добу","ПЦР залишок","ПЦР використано","Кількість тампонів та стерильних пробірок з транспортним середовищем залишок","Кількість тампонів та стерильних пробірок з транспортним середовищем використано за добу","З них анестезіологів","З них інфекціоністів","Кількість кисневих генераторів до ШВЛ","Рентген апарат","Наявність системи централізованого постачання кисню"
"286035","01982502","Вінницька центральна районна клінічна лікарня","вул. Хмельницьке шосе, 92","Вінницька","01.10.2020 0:00:00","282","01.10.2020 10:42:36","60","15","15","3","108","21","21","13","71","15","15","6","0","59","31","6","0","106","106","53","6","3","53","0","1","0","0","0","0","16","0","2","0","4","0","11","0","0","0","3","0","935","0","1390","65","3280","5","23420","400","0","0","263","0","469","0","8200","900","128","6","95","13","0","0","1400","50","8","3","0","1","1"
"286054","01982554","Калинівська центральна районна лікарня","м.Калинівка, вул.Чкалова, 6","Вінницька","01.10.2020 0:00:00","283","01.10.2020 10:52:15","15","7","7","4","38","14","14","12","18","7","7","7","0","15","3","0","0","70","16","16","6","1","16","54","1","0","1","0","0","4","1","1","0","0","0","0","0","0","0","5","0","1150","20","2346","60","680","20","2010","500","950","0","278","20","376","20","3050","300","137","2","87","12","0","0","671","14","5","1","0","1","1"
"285884","01982525","Комунальна організація (установа, заклад) Жмеринська центральна районна лікарня","вул. Київська, 288","Вінницька","01.10.2020 0:00:00","284","01.10.2020 9:05:26","69","12","4","3","145","24","6","6","75","14","4","4","0","76","29","1","0","60","60","16","6","1","16","0","2","1","0","0","2","6","0","2","0","4","0","10","0","0","0","13","0","880","40","610","30","900","10","5000","100","0","0","130","20","100","20","4700","50","360","5","65","0","0","0","0","0","6","3","2","1","1"
"286038","01982591","Комунальна установа Могилів-Подільська окружна лікарня інтенсивного лікування","вул.Полтавська, буд. 89/2","Вінницька","01.10.2020 0:00:00","285","01.10.2020 10:43:01","12","10","3","3","20","16","4","4","16","12","3","3","3","126","44","8","0","68","68","16","9","3","16","0","0","0","0","0","0","5","0","4","0","2","0","8","0","0","0","2","1","1582","5","2713","28","1149","25","8486","20","0","0","62","2","315","0","2200","100","116","0","50","0","0","0","398","24","7","2","4","1","1"
"286141","01982695","Комунальна установа Хмільницька центральна районна лікарня","вул. Монастирська, буд. 71","Вінницька","01.10.2020 0:00:00","286","01.10.2020 11:49:22","22","1","1","0","32","3","2","1","12","3","2","1","0","2","2","0","0","80","80","16","8","2","16","25","0","0","0","0","0","19","0","1","0","1","2","8","0","0","0","6","0","4800","40","2300","30","40","0","4500","200","0","0","0","0","120","30","2500","150","80","10","100","0","0","0","140","0","6","3","0","1","1"
"285845","05484126","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ВІННИЦЬКА МІСЬКА КЛІНІЧНА ЛІКАРНЯ №1","вул. Хмельницьке шосе, буд. 96","Вінницька","01.10.2020 0:00:00","287","01.10.2020 8:41:49","52","52","17","5","55","55","28","19","45","35","28","14","10","26","26","10","0","222","200","118","22","10","128","0","15","0","10","0","0","8","10","0","0","2","0","17","1","0","0","5","1","6640","120","3300","100","11260","120","9200","400","550","50","780","20","100","40","13500","500","100","10","200","20","0","0","1960","20","10","13","0","1","1"
"285871","01982666","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ТРОСТЯНЕЦЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ","смт Тростянець, вул. Мічуріна, буд.60","Вінницька","01.10.2020 0:00:00","288","01.10.2020 8:54:18","15","3","2","1","32","4","2","2","20","2","1","1","5","5","3","0","0","30","15","3","6","1","4","0","0","0","0","0","0","5","0","1","0","1","2","2","0","0","0","1","0","640","20","2660","20","50","10","19400","200","0","0","0","0","270","20","20300","200","35","5","407","2","0","0","580","10","4","2","0","1","1"
"286303","33868196","КНП ""Шаргородська центральна районна лікарня""","23500, Вінницька обл., Шаргородський р-н, м.Шаргород, вул. Чорновола, 9","Вінницька","01.10.2020 0:00:00","289","01.10.2020 14:20:10","24","11","7","10","56","32","18","14","33","16","10","6","0","10","1","0","0","58","58","9","5","2","9","0","1","0","1","0","0","4","1","0","0","1","0","8","0","0","0","3","0","540","0","1000","0","810","0","6050","0","400","0","100","0","280","0","3200","0","160","0","250","3","0","0","232","12","8","2","0","1","1"
"285967","35814729","КОМУНАЛЬНЕ ПІДПРИЄМСТВО КОЗЯТИНСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ КОЗЯТИНСЬКОЇ РАЙОННОЇ РАДИ","м. Козятин, вул. Винниченка,буд.  9","Вінницька","01.10.2020 0:00:00","290","01.10.2020 9:54:03","38","5","5","2","76","11","7","4","76","7","5","2","0","81","52","4","1","75","40","7","9","1","8","0","0","0","0","0","0","16","0","2","0","2","0","13","0","0","0","3","1","460","0","2090","10","610","10","5560","100","50","0","193","0","580","0","3164","100","374","0","147","0","0","0","2224","20","6","4","0","1","1"
"285932","34004453","Комунальний заклад Вінницька обласна клінічна дитяча інфекційна лікарня","вул. Київська, 68","Вінницька","01.10.2020 0:00:00","291","01.10.2020 9:34:05","12","12","3","2","40","28","4","4","29","18","3","3","4","26","11","2","0","40","40","3","6","0","3","0","3","0","0","0","0","3","0","6","0","1","0","4","0","0","0","5","0","289","5","6983","7","1728","6","21200","50","0","0","328","0","204","0","25100","100","40","4","114","9","0","0","2250","10","4","8","1","1","1"
